"id","place","weight_lbs","grower_name","city","state_prov","country","gpc_site","seed_mother","pollinator_father","ott","est_weight","pct_chart","variety","weight_kg","weight_class"
"2962-P",4,1405.78579569608,"JJGWW","Houston","Florida","USA","Local Pumpkin Festival","1443 I","1462 B",404,1501,-11,"Blue Doll",637.653711316851,"heavy"
"2067-P",33,1399.55793142691,"OCKZG","Houston","Florida","Australia","Local Pumpkin Festival","1394 Q","1325 T",395,1376,4,"Big Max",634.828799600592,"heavy"
"2692-P",35,1382.79039105773,"HITLW","Los Angeles","Texas","China","Regional Pumpkin Festival","1644 P","1972 K",397,1373,-3,"Ghost",627.223171219086,"heavy"
"2824-P",40,1391.17934292834,"LPWKL","Los Angeles","New York","China","Regional Pumpkin Festival","1889 V","1748 D",395,1341,5,"Big Max",631.028335783084,"heavy"
"2782-P",48,1364.07552192081,"FFMTJ","New York","New York","China","Local Pumpkin Festival","1400 W","1926 F",415,1509,-8,"Ghost",618.734249365911,"heavy"
"2893-P",59,1365.61278362479,"OUHIE","Chicago","New York","China","National Pumpkin Festival","1122 S","1868 F",404,1477,-12,"Fairytale",619.431539546115,"heavy"
"2949-P",47,1371.54103568215,"SZWQD","Nottingham","New York","USA","Local Pumpkin Festival","1661 U","1011 B",397,1353,-4,"Blue Doll",622.120549449025,"heavy"
"2140-P",73,1364.0711810125,"AMPOX","Paris","Texas","Australia","Regional Pumpkin Festival","1658 F","1794 B",394,1326,5,"Fairytale",618.732280363024,"heavy"
"2583-P",92,1366.81453223247,"SZNYG","New York","New York","China","Local Pumpkin Festival","1062 D","1266 P",398,1356,3,"Big Max",619.976643545675,"heavy"
"2183-P",97,1366.05174368806,"NBXGF","Paris","Florida","USA","Regional Pumpkin Festival","1394 C","1140 U",407,1431,0,"Fairytale",619.630648481717,"heavy"
"2026-P",6,1358.83331032284,"LOLKD","Chicago","New York","Australia","Regional Pumpkin Festival","1057 X","1407 P",379,1179,11,"Fairytale",616.356422181151,"heavy"
"2083-P",27,1342.62159951497,"PCKCU","Chicago","Florida","China","Regional Pumpkin Festival","1182 X","1799 P",381,1220,9,"Blue Doll",609.00291384789,"heavy"
"2643-P",53,1332.74142879248,"RYCOM","Paris","Florida","Australia","National Pumpkin Festival","1759 K","1755 Z",385,1320,2,"Big Max",604.521343790112,"heavy"
"2409-P",78,1342.57138143852,"YTWQK","Chicago","Texas","USA","Local Pumpkin Festival","1355 V","1606 O",371,1171,15,"Ghost",608.980135311559,"heavy"
"2376-P",39,1323.09376016632,"OWMTH","Los Angeles","Texas","China","National Pumpkin Festival","1782 J","1015 V",392,1329,0,"Big Max",600.145234909328,"heavy"
"2884-P",67,1337.95371971186,"PEIDP","Los Angeles","Texas","Australia","Regional Pumpkin Festival","1888 T","1092 H",402,1428,-11,"Big Max",606.885599183348,"heavy"
"2734-P",33,1327.63974197488,"LXFVK","Nottingham","Florida","Australia","Regional Pumpkin Festival","1149 Y","1290 Z",387,1252,5,"Blue Doll",602.207257573581,"heavy"
"2313-P",78,1299.28085272852,"ULBQW","Nottingham","Texas","Australia","Local Pumpkin Festival","1884 M","1930 E",375,1209,11,"Big Max",589.34388177897,"heavy"
"2157-P",30,1306.1297210753,"FJDGJ","Houston","California","Australia","Local Pumpkin Festival","1292 F","1031 Y",382,1259,-1,"Ghost",592.450476206806,"heavy"
"2647-P",15,1309.3222256545,"XGFHW","Houston","Florida","USA","Local Pumpkin Festival","1733 C","1653 M",398,1369,-10,"Fairytale",593.898571926336,"heavy"
"2477-P",1,1299.5577972997,"JGBUN","Los Angeles","New York","USA","Regional Pumpkin Festival","1468 M","1670 B",382,1214,3,"Fairytale",589.469501723473,"heavy"
"2730-P",69,1300.40025704727,"SRVEP","Houston","Florida","USA","Local Pumpkin Festival","1878 A","1589 G",385,1237,2,"Blue Doll",589.851635037323,"heavy"
"2344-P",74,1292.21660334617,"NLNEF","Houston","New York","China","National Pumpkin Festival","1305 W","1528 C",378,1181,9,"Blue Doll",586.13959215667,"heavy"
"2569-P",74,1291.66806687415,"SXPMJ","Houston","Texas","China","Regional Pumpkin Festival","1468 X","1089 O",393,1321,0,"Big Max",585.890780198085,"heavy"
"2755-P",70,1284.73343040887,"AIRVF","New York","California","Australia","Regional Pumpkin Festival","1274 P","1612 X",375,1178,13,"Ghost",582.745282006075,"heavy"
"2651-P",74,1291.19829919934,"QJPEY","Los Angeles","Texas","China","Regional Pumpkin Festival","1905 D","1176 D",389,1269,-4,"Fairytale",585.677697164943,"heavy"
"2322-P",91,1287.77997501008,"KFFYO","Houston","New York","USA","Local Pumpkin Festival","1098 X","1835 V",390,1363,-2,"Big Max",584.127171393208,"heavy"
"2031-P",94,1268.94362019375,"ORZTQ","Chicago","California","Australia","Local Pumpkin Festival","1770 B","1276 Y",378,1244,7,"Blue Doll",575.583144562741,"heavy"
"2210-P",5,1269.45512746274,"NIDRK","Houston","California","Australia","Local Pumpkin Festival","1421 Z","1754 U",368,1165,13,"Big Max",575.815160357352,"heavy"
"2014-P",14,1274.47801159471,"GHHWR","Paris","Texas","China","Regional Pumpkin Festival","1809 C","1762 J",383,1270,-3,"Fairytale",578.093502276917,"heavy"
"2171-P",53,1259.08165260591,"XGYRJ","Los Angeles","Florida","China","Local Pumpkin Festival","1779 O","1592 G",379,1243,-2,"Fairytale",571.109831307957,"heavy"
"2847-P",68,1264.04677337948,"POJBZ","Los Angeles","Florida","China","Local Pumpkin Festival","1488 B","1885 M",401,1428,-7,"Big Max",573.361972208868,"heavy"
"2747-P",60,1258.706024356,"HSIAS","Houston","Texas","Australia","Regional Pumpkin Festival","1581 E","1632 O",393,1346,-5,"Ghost",570.9394491997,"heavy"
"2178-P",84,1261.39432179742,"KMXHW","New York","California","USA","Regional Pumpkin Festival","1422 R","1515 A",383,1290,-4,"Blue Doll",572.158840408439,"heavy"
"2958-P",52,1256.26459240094,"KGBUG","Chicago","California","China","Local Pumpkin Festival","1160 U","1112 R",360,1085,21,"Big Max",569.832034292081,"heavy"
"2150-P",5,1268.10951130372,"FGTDB","Houston","California","Australia","Regional Pumpkin Festival","1492 A","1974 P",398,1410,-13,"Ghost",575.204799134155,"heavy"
"2654-P",3,1251.37624048907,"IDTHW","Houston","New York","Australia","Local Pumpkin Festival","1406 J","1994 C",386,1306,2,"Blue Doll",567.614715161125,"heavy"
"2088-P",65,1246.98268169165,"FWCCQ","Houston","California","USA","Local Pumpkin Festival","1154 Y","1631 D",381,1217,8,"Blue Doll",565.621830411795,"heavy"
"2998-P",25,1234.72520490084,"MOOCQ","Paris","California","Australia","Regional Pumpkin Festival","1655 M","1085 Q",384,1234,-4,"Ghost",560.06193245937,"heavy"
"2339-P",82,1241.35692660697,"MGXJU","Paris","California","Australia","Local Pumpkin Festival","1017 X","1515 M",404,1448,-13,"Big Max",563.070030827756,"heavy"
"2890-P",22,1225.67444535065,"SRSDC","Los Angeles","Florida","Australia","Local Pumpkin Festival","1172 D","1909 F",397,1382,-6,"Blue Doll",555.956576981259,"heavy"
"2182-P",58,1239.28850032017,"JZCKB","Nottingham","New York","China","National Pumpkin Festival","1541 M","1128 P",385,1233,-3,"Fairytale",562.131808445369,"heavy"
"2770-P",6,1232.27301281132,"IATYU","Nottingham","California","China","Regional Pumpkin Festival","1606 J","1398 T",396,1381,-14,"Ghost",558.949636836856,"heavy"
"2590-P",31,1217.09737028368,"ESNOL","Paris","New York","USA","National Pumpkin Festival","1309 M","1697 C",366,1087,13,"Ghost",552.066081170699,"heavy"
"2268-P",44,1218.98229757603,"QFZCE","Los Angeles","California","USA","National Pumpkin Festival","1142 B","1165 E",376,1219,0,"Fairytale",552.921069809232,"heavy"
"2396-P",79,1223.35780631099,"DQWEA","Chicago","New York","USA","Regional Pumpkin Festival","1065 V","1311 V",377,1200,-1,"Blue Doll",554.905767187941,"heavy"
"2296-P",56,1223.03281630687,"XOFWV","Houston","California","USA","National Pumpkin Festival","1595 Y","1507 O",395,1383,-8,"Ghost",554.758354201625,"heavy"
"2437-P",40,1212.45304864738,"GUQFY","Houston","New York","USA","National Pumpkin Festival","1686 U","1045 Q",384,1273,-6,"Ghost",549.959452310882,"heavy"
"2237-P",95,1216.60963595472,"HGWUC","Chicago","New York","Australia","National Pumpkin Festival","1364 G","1614 T",387,1326,-4,"Fairytale",551.844848600312,"heavy"
"2705-P",88,1213.80612817798,"RGAFY","Nottingham","California","Australia","Regional Pumpkin Festival","1377 J","1873 H",385,1301,-6,"Blue Doll",550.573198862478,"heavy"
"2960-P",22,1212.39191179629,"GTCOJ","Paris","Florida","Australia","Local Pumpkin Festival","1219 C","1376 L",370,1126,5,"Blue Doll",549.93172110168,"heavy"
"2301-P",82,1207.12960192468,"SJFNP","Los Angeles","New York","USA","National Pumpkin Festival","1236 C","1247 V",367,1101,9,"Ghost",547.544777493338,"heavy"
"2468-P",1,1205.6429990232,"OIZKL","Paris","Florida","USA","National Pumpkin Festival","1664 N","1639 V",378,1226,-2,"Big Max",546.870465759441,"heavy"
"2731-P",37,1187.67696717847,"BBUBL","Nottingham","Florida","Australia","Regional Pumpkin Festival","1732 M","1152 Z",380,1205,2,"Ghost",538.721210788662,"heavy"
"2406-P",14,1184.36238084547,"PWFLW","New York","Texas","China","Local Pumpkin Festival","1887 N","1213 L",374,1212,-4,"Fairytale",537.217739717046,"heavy"
"2488-P",44,1195.30381351616,"XTNSZ","Los Angeles","Texas","China","National Pumpkin Festival","1739 M","1171 U",373,1188,3,"Fairytale",542.180690097502,"heavy"
"2056-P",98,1195.0487612972,"RJXBN","Los Angeles","New York","China","Regional Pumpkin Festival","1931 X","1876 K",377,1170,-1,"Ghost",542.065000356934,"heavy"
"2007-P",2,1196.22794363275,"WIUDB","Los Angeles","Texas","China","Local Pumpkin Festival","1956 H","1917 L",375,1161,5,"Blue Doll",542.599868467625,"heavy"
"2439-P",14,1177.10317283347,"WTCZC","Paris","New York","USA","Regional Pumpkin Festival","1993 D","1448 B",391,1299,-6,"Ghost",533.925018347799,"heavy"
"2457-P",59,1190.77849857882,"UVWCK","Los Angeles","California","Australia","Regional Pumpkin Festival","1344 K","1491 J",382,1233,-9,"Ghost",540.128041768353,"heavy"
"2695-P",70,1189.80933958609,"JEUTA","Los Angeles","California","USA","National Pumpkin Festival","1710 M","1742 J",370,1134,2,"Ghost",539.688438643566,"heavy"
"2760-P",72,1183.41741509754,"KUMCI","Chicago","California","USA","Local Pumpkin Festival","1440 J","1614 C",380,1259,-2,"Blue Doll",536.789110463514,"heavy"
"2301-P",55,1162.23367051128,"ICGPZ","Houston","California","Australia","National Pumpkin Festival","1174 E","1965 U",374,1133,-1,"Big Max",527.1803255431,"heavy"
"2531-P",86,1177.6264193764,"KMWXR","Los Angeles","Florida","China","National Pumpkin Festival","1785 S","1126 Z",370,1161,4,"Fairytale",534.162358987497,"heavy"
"2458-P",31,1159.79717599414,"RIDYH","Paris","New York","China","National Pumpkin Festival","1566 Q","1713 S",364,1135,7,"Big Max",526.075150219652,"heavy"
"2797-P",23,1158.24077927601,"GMSCC","Paris","Florida","China","National Pumpkin Festival","1950 B","1917 E",378,1207,-5,"Ghost",525.36918054302,"heavy"
"2960-P",25,1169.27717424463,"YWHFK","Los Angeles","New York","USA","Local Pumpkin Festival","1333 V","1183 Y",374,1195,-7,"Big Max",530.375205097295,"heavy"
"2677-P",93,1166.14915082883,"NVVNL","Paris","Texas","USA","National Pumpkin Festival","1958 T","1916 K",363,1076,10,"Big Max",528.956357541515,"heavy"
"2263-P",46,1151.55075313244,"IWBCX","New York","Texas","USA","National Pumpkin Festival","1517 Y","1761 F",382,1279,-7,"Fairytale",522.334635726653,"heavy"
"2395-P",80,1164.12738273032,"WSHVX","Chicago","Florida","Australia","Local Pumpkin Festival","1563 A","1480 J",355,1002,13,"Fairytale",528.039298957352,"heavy"
"2987-P",51,1157.40962078329,"WKKEI","Houston","California","China","Local Pumpkin Festival","1751 B","1297 P",367,1129,1,"Fairytale",524.992173392148,"heavy"
"2467-P",19,1154.92577040829,"UCLYU","New York","California","Australia","National Pumpkin Festival","1960 X","1427 C",379,1250,-5,"Fairytale",523.86551781288,"heavy"
"2246-P",31,1136.95460011344,"VCPEL","Nottingham","Texas","USA","National Pumpkin Festival","1992 H","1990 G",384,1256,-6,"Ghost",515.713932080332,"heavy"
"2051-P",44,1134.29530131258,"LDYXJ","Nottingham","New York","USA","Regional Pumpkin Festival","1822 P","1801 B",356,1019,17,"Blue Doll",514.507694433699,"heavy"
"2227-P",38,1138.50949701667,"YGUYY","New York","New York","USA","Local Pumpkin Festival","1116 M","1463 R",372,1122,-1,"Fairytale",516.419221452363,"heavy"
"2928-P",16,1140.3240848612,"DQUCZ","Los Angeles","Florida","Australia","Regional Pumpkin Festival","1885 K","1667 Y",362,1031,10,"Fairytale",517.242304654029,"heavy"
"2436-P",21,1136.5852343142,"XPKVC","Paris","Texas","Australia","Local Pumpkin Festival","1788 I","1334 L",372,1121,3,"Blue Doll",515.546390571917,"heavy"
"2420-P",74,1130.4256917946,"FLDXW","Paris","New York","Australia","National Pumpkin Festival","1522 G","1119 H",361,1026,11,"Ghost",512.752469079993,"heavy"
"2033-P",9,1121.31587218307,"HSUNT","Paris","New York","USA","National Pumpkin Festival","1681 H","1308 T",381,1221,-13,"Blue Doll",508.62032440866,"heavy"
"2947-P",11,1122.15642575547,"ZQOIW","Nottingham","New York","USA","National Pumpkin Festival","1157 I","1249 K",363,1061,4,"Fairytale",509.001593095997,"heavy"
"2372-P",62,1105.17538888101,"OCEJQ","Los Angeles","Florida","China","Regional Pumpkin Festival","1359 H","1057 W",374,1134,-4,"Ghost",501.299124328592,"heavy"
"2202-P",90,1120.36877714749,"RXUUF","Nottingham","New York","China","Regional Pumpkin Festival","1899 K","1294 D",350,1006,12,"Fairytale",508.190729326498,"heavy"
"2852-P",12,1117.96486223768,"TTQNH","Nottingham","New York","Australia","National Pumpkin Festival","1304 L","1575 I",362,1113,-1,"Ghost",507.100331864364,"heavy"
"2951-P",15,1104.15971168969,"XMPSB","Paris","Texas","Australia","Regional Pumpkin Festival","1706 S","1857 S",368,1107,0,"Big Max",500.838420903841,"heavy"
"2357-P",58,1099.95397027209,"AVJAT","Paris","California","China","Regional Pumpkin Festival","1773 T","1945 Y",374,1191,-9,"Big Max",498.930728685027,"medium"
"2058-P",38,1098.56745907012,"WVSYF","Los Angeles","California","Australia","Local Pumpkin Festival","1749 H","1286 L",378,1166,-10,"Big Max",498.301817782367,"medium"
"2638-P",27,1107.1625304427,"PKXXF","Houston","Florida","USA","Local Pumpkin Festival","1206 Q","1103 J",351,1023,10,"Big Max",502.200476579842,"heavy"
"2368-P",53,1094.66428843886,"HDOJO","Houston","Florida","USA","National Pumpkin Festival","1192 Y","1252 W",353,999,12,"Fairytale",496.531369363731,"medium"
"2436-P",93,1107.13795714639,"HRCXM","Paris","California","USA","National Pumpkin Festival","1625 F","1778 O",363,1093,3,"Ghost",502.189330320121,"heavy"
"2179-P",5,1108.5790962819,"RIQUD","Paris","Texas","USA","National Pumpkin Festival","1364 N","1104 L",378,1200,-11,"Fairytale",502.843020036645,"heavy"
"2984-P",3,1107.54589193221,"ZPYHS","Los Angeles","California","Australia","National Pumpkin Festival","1852 H","1345 Y",375,1156,-7,"Blue Doll",502.374366426582,"heavy"
"2570-P",82,1100.14728425629,"HLHUX","Los Angeles","California","Australia","Regional Pumpkin Festival","1104 Y","1875 A",368,1141,-2,"Blue Doll",499.018414433348,"medium"
"2600-P",90,1098.85582823679,"GKPKG","Nottingham","New York","USA","Regional Pumpkin Festival","1660 M","1380 Z",346,964,9,"Blue Doll",498.432619836219,"medium"
"2096-P",19,1086.98829250317,"VXILI","Los Angeles","Texas","Australia","National Pumpkin Festival","1755 Y","1768 S",379,1180,-6,"Fairytale",493.049596172233,"medium"
"2363-P",42,1097.30076010339,"FLGJV","Houston","California","China","Local Pumpkin Festival","1583 P","1026 B",380,1209,-8,"Ghost",497.727252795487,"medium"
"2423-P",49,1092.36083182842,"SSMZB","Paris","Texas","China","National Pumpkin Festival","1812 X","1204 A",359,1064,8,"Ghost",495.486539019733,"medium"
"2732-P",30,1066.48088009842,"RBFQF","Houston","California","Australia","Regional Pumpkin Festival","1705 V","1451 V",375,1226,-15,"Ghost",483.747590369193,"medium"
"2568-P",32,1080.17426340282,"MINOH","Paris","Texas","China","Regional Pumpkin Festival","1147 B","1006 M",380,1197,-5,"Blue Doll",489.958804560764,"medium"
"2523-P",60,1066.87041236479,"MZDQE","Houston","California","Australia","Local Pumpkin Festival","1105 V","1896 Q",347,947,16,"Big Max",483.924279233236,"medium"
"2785-P",69,1064.36034529936,"AYJHZ","Paris","Florida","Australia","Local Pumpkin Festival","1075 L","1251 I",384,1262,-16,"Fairytale",482.785731963213,"medium"
"2318-P",52,1075.4005219033,"AWWGB","Nottingham","California","USA","Local Pumpkin Festival","1982 D","1705 Z",380,1198,-14,"Fairytale",487.793471838413,"medium"
"2904-P",97,1060.00192383956,"VGWQF","Houston","Florida","China","Regional Pumpkin Festival","1897 T","1072 W",349,1007,9,"Fairytale",480.808785242148,"medium"
"2224-P",59,1047.88066118304,"ACKCK","Los Angeles","California","China","National Pumpkin Festival","1478 I","1992 Y",375,1160,-4,"Big Max",475.310672981772,"medium"
"2286-P",51,1057.52767193597,"LGAYU","Los Angeles","Texas","USA","Local Pumpkin Festival","1108 O","1444 P",358,1022,4,"Blue Doll",479.686483456279,"medium"
"2908-P",65,1049.52283190377,"TFMSV","Houston","California","China","Regional Pumpkin Festival","1555 J","1725 K",355,1052,4,"Blue Doll",476.055549091559,"medium"
"2288-P",73,1039.38657940757,"SXXKS","New York","Texas","USA","Regional Pumpkin Festival","1349 R","1685 J",363,1061,-1,"Fairytale",471.457822295031,"medium"
"2046-P",58,1047.6631497154,"YFCYB","Chicago","Texas","USA","National Pumpkin Festival","1223 X","1588 R",362,1047,3,"Big Max",475.212011439582,"medium"
"2035-P",69,1050.23259780742,"GFNHV","Nottingham","Florida","USA","Local Pumpkin Festival","1945 I","1755 R",296,583,80,"Big Max",476.377493490211,"medium"
"2798-P",83,1040.34798721485,"HKFLV","Los Angeles","California","China","Regional Pumpkin Festival","1574 N","1388 O",380,1229,-10,"Blue Doll",471.893909541239,"medium"
"2325-P",26,1036.51515071001,"UYIJE","Chicago","New York","China","National Pumpkin Festival","1805 A","1639 R",354,1020,3,"Ghost",470.155364145728,"medium"
"2728-P",40,1049.23877836149,"VIHFP","Los Angeles","New York","Australia","Regional Pumpkin Festival","1386 D","1009 X",367,1089,-6,"Ghost",475.926704572001,"medium"
"2796-P",68,1039.72970071808,"EYEFC","Chicago","Texas","China","Local Pumpkin Festival","1981 R","1104 E",371,1157,-5,"Big Max",471.613459503593,"medium"
"2733-P",56,1022.90787855815,"BPLUS","New York","Florida","USA","Local Pumpkin Festival","1909 U","1814 O",353,974,9,"Blue Doll",463.983209315956,"medium"
"2530-P",76,1022.99256999977,"ERKGB","New York","Texas","USA","Regional Pumpkin Festival","1726 X","1266 U",348,952,7,"Fairytale",464.02162470771,"medium"
"2544-P",26,1023.09193197545,"DNAQE","Houston","Texas","Australia","Local Pumpkin Festival","1726 J","1270 M",360,1069,-6,"Big Max",464.066694541784,"medium"
"2751-P",1,1004.17705028411,"FGPUD","New York","Florida","USA","Regional Pumpkin Festival","1673 X","1201 T",349,926,5,"Ghost",455.487048519946,"medium"
"2495-P",91,1012.04058366362,"SDHGO","New York","Florida","USA","Regional Pumpkin Festival","1933 F","1714 W",353,993,4,"Big Max",459.053887265123,"medium"
"2718-P",65,1010.71365067642,"KGGLS","Los Angeles","Texas","Australia","National Pumpkin Festival","1766 Z","1875 R",358,1030,1,"Blue Doll",458.452000586124,"medium"
"2358-P",79,989.8338274993,"GTCKL","Chicago","Texas","USA","Local Pumpkin Festival","1516 T","1166 M",348,1000,5,"Ghost",448.98107209809,"medium"
"2702-P",23,1004.34427703358,"XFWEN","Chicago","New York","USA","Local Pumpkin Festival","1748 S","1620 A",358,1069,-9,"Ghost",455.56290129763,"medium"
"2880-P",34,985.214334863238,"ZUIXN","Paris","New York","China","National Pumpkin Festival","1288 F","1233 X",347,928,13,"Big Max",446.885705483344,"medium"
"2419-P",76,989.946617775224,"PYHBK","Los Angeles","Texas","Australia","Regional Pumpkin Festival","1309 A","1678 R",348,979,4,"Blue Doll",449.032232906702,"medium"
"2011-P",3,995.393436213024,"HWOTT","Paris","Florida","China","Local Pumpkin Festival","1686 Y","1993 C",342,920,9,"Blue Doll",451.502868192935,"medium"
"2453-P",74,992.172502524219,"RMOFL","Paris","Florida","China","National Pumpkin Festival","1588 G","1648 C",359,1008,2,"Ghost",450.041877246193,"medium"
"2182-P",50,984.799821268767,"OTLDM","Los Angeles","Florida","Australia","Local Pumpkin Festival","1632 J","1312 B",348,945,2,"Ghost",446.697685279473,"medium"
"2280-P",75,969.217430360429,"MMLHG","New York","Texas","Australia","Regional Pumpkin Festival","1982 A","1387 O",353,1011,-1,"Ghost",439.629631651166,"medium"
"2654-P",48,960.437138293497,"UQVHP","Los Angeles","Texas","China","National Pumpkin Festival","1024 Z","1357 U",367,1125,-11,"Fairytale",435.646958159895,"medium"
"2785-P",65,975.833289162256,"ZNWMZ","New York","Texas","USA","National Pumpkin Festival","1641 F","1235 A",350,1024,-1,"Blue Doll",442.630534727189,"medium"
"2999-P",68,974.898650818504,"JYKGT","Paris","California","USA","Local Pumpkin Festival","1848 S","1393 C",353,989,0,"Blue Doll",442.206589905398,"medium"
"2197-P",91,959.998336992227,"CVTLA","New York","New York","USA","National Pumpkin Festival","1546 G","1690 N",330,809,20,"Big Max",435.447921237525,"medium"
"2514-P",87,956.475474640727,"COVND","Chicago","New York","Australia","Regional Pumpkin Festival","1698 F","1209 T",353,983,-1,"Blue Doll",433.849977752985,"medium"
"2994-P",16,948.519027895294,"TQKVA","Los Angeles","Texas","USA","Regional Pumpkin Festival","1726 X","1189 C",364,1055,-14,"Big Max",430.240994213919,"medium"
"2088-P",95,952.572240231559,"RJTOC","Paris","Florida","China","Local Pumpkin Festival","1500 P","1203 F",333,890,7,"Big Max",432.07950040518,"medium"
"2489-P",1,954.995719438419,"VCYWH","New York","Texas","China","National Pumpkin Festival","1326 L","1239 B",347,984,-8,"Fairytale",433.178772083187,"medium"
"2275-P",20,947.192691463046,"IPUVW","New York","Florida","Australia","Regional Pumpkin Festival","1758 S","1761 C",336,903,6,"Blue Doll",429.639378127693,"medium"
"2135-P",97,946.159587654285,"ZRSXX","Houston","Florida","China","National Pumpkin Festival","1753 F","1921 A",370,1149,-14,"Ghost",429.170770122229,"medium"
"2273-P",32,945.464788103476,"YGRIV","Los Angeles","Texas","USA","National Pumpkin Festival","1555 G","1815 B",348,928,4,"Fairytale",428.855614347038,"medium"
"2229-P",68,949.966983974911,"TGFIO","Chicago","Texas","USA","Regional Pumpkin Festival","1110 J","1337 J",349,969,-1,"Big Max",430.897776044279,"medium"
"2039-P",54,934.07790021468,"JLCJR","New York","California","Australia","National Pumpkin Festival","1244 X","1017 D",357,1029,-10,"Ghost",423.690608878303,"medium"
"2198-P",60,931.141998833045,"QPJEJ","New York","California","USA","Regional Pumpkin Festival","1045 C","1127 U",350,1009,-12,"Ghost",422.358906411405,"medium"
"2726-P",26,924.962918753736,"YQOJT","Nottingham","Florida","USA","Regional Pumpkin Festival","1405 P","1911 X",351,997,-4,"Blue Doll",419.55612283146,"medium"
"2370-P",32,930.244917785935,"VGOMB","Nottingham","Florida","China","Regional Pumpkin Festival","1673 J","1240 C",337,880,1,"Fairytale",421.951997292822,"medium"
"2066-P",3,918.361323147081,"ABIMW","Houston","Florida","USA","Local Pumpkin Festival","1503 N","1792 Q",349,954,-4,"Blue Doll",416.561689431945,"medium"
"2901-P",35,907.126896442845,"KYVAB","Chicago","California","USA","National Pumpkin Festival","1363 F","1498 H",319,782,18,"Fairytale",411.465839193306,"medium"
"2409-P",6,911.319987048395,"XYHBL","Chicago","Florida","USA","Local Pumpkin Festival","1398 A","1661 M",337,912,4,"Blue Doll",413.367793100297,"medium"
"2927-P",91,904.124564292841,"WNOAX","New York","Florida","USA","Local Pumpkin Festival","1465 W","1007 J",336,877,7,"Ghost",410.104004236716,"medium"
"2061-P",48,903.993909971789,"XVJKR","Chicago","Texas","USA","Local Pumpkin Festival","1586 T","1338 H",332,826,14,"Blue Doll",410.04474043353,"medium"
"2949-P",39,911.675827873871,"GCRKK","New York","Florida","Australia","Local Pumpkin Festival","1503 M","1136 G",349,937,-2,"Fairytale",413.529199783803,"medium"
"2599-P",69,900.548528010026,"FXAKU","Paris","Florida","Australia","National Pumpkin Festival","1865 T","1455 T",338,852,10,"Fairytale",408.481941462628,"medium"
"2682-P",56,904.735436024703,"ZXAHH","New York","Florida","Australia","Local Pumpkin Festival","1417 I","1268 Y",342,907,-5,"Big Max",410.38109099357,"medium"
"2026-P",79,907.023427271284,"AUMNV","Chicago","Florida","Australia","Local Pumpkin Festival","1117 P","1144 O",345,955,-8,"Big Max",411.418906366516,"medium"
"2717-P",29,894.918139792606,"REUWM","Houston","Florida","USA","Local Pumpkin Festival","1653 P","1508 Q",349,1013,-11,"Blue Doll",405.928040324927,"medium"
"2848-P",7,898.344287103973,"PUSIM","Paris","New York","China","Local Pumpkin Festival","1079 P","1299 V",351,1017,-14,"Blue Doll",407.482114605162,"medium"
"2639-P",98,885.211115553975,"EZHJT","New York","Florida","China","Regional Pumpkin Festival","1611 S","1872 Y",346,915,-2,"Blue Doll",401.525008191187,"medium"
"2379-P",79,898.237791672349,"OFXUI","Paris","Texas","Australia","Regional Pumpkin Festival","1369 M","1677 M",340,879,3,"Ghost",407.433809089897,"medium"
"2670-P",98,884.62919234205,"LBSLL","Houston","New York","China","National Pumpkin Festival","1280 C","1468 E",339,924,-4,"Ghost",401.26105226211,"medium"
"2989-P",96,875.722361627035,"NNMQD","Nottingham","California","China","National Pumpkin Festival","1222 R","1356 B",340,882,-1,"Blue Doll",397.22098180551,"medium"
"2037-P",53,871.520701475441,"KCPQC","Houston","California","China","Regional Pumpkin Festival","1964 G","1914 N",324,797,12,"Blue Doll",395.315140817816,"medium"
"2284-P",55,875.184742931277,"JZIXL","Chicago","New York","China","Local Pumpkin Festival","1322 Q","1155 X",341,910,-9,"Big Max",396.97712206694,"medium"
"2602-P",95,868.446898314171,"MJDVX","Chicago","Texas","Australia","National Pumpkin Festival","1459 Q","1651 K",332,804,13,"Big Max",393.920887155812,"medium"
"2681-P",100,867.372263609804,"HSVXP","Houston","New York","Australia","Local Pumpkin Festival","1547 I","1428 E",338,911,-2,"Blue Doll",393.433441052965,"medium"
"2766-P",12,868.592607889324,"WYSOM","Los Angeles","Florida","China","Regional Pumpkin Festival","1949 T","1773 L",347,927,-4,"Big Max",393.986979907393,"medium"
"2660-P",67,864.63400215935,"VTTNB","New York","New York","Australia","Regional Pumpkin Festival","1287 G","1560 T",334,886,3,"Blue Doll",392.191386550933,"medium"
"2137-P",87,869.154339926317,"JXSCW","Paris","Texas","Australia","Local Pumpkin Festival","1413 Q","1707 H",343,897,1,"Blue Doll",394.241777273571,"medium"
"2018-P",96,847.572901065461,"QZWIX","Houston","Texas","China","Local Pumpkin Festival","1772 F","1016 L",331,821,5,"Big Max",384.452601264457,"medium"
"2704-P",24,860.533544769511,"KDMIJ","Los Angeles","New York","China","Local Pumpkin Festival","1292 J","1541 K",349,975,-14,"Big Max",390.331450363832,"medium"
"2405-P",3,842.677906509489,"FOXYW","Los Angeles","Texas","Australia","National Pumpkin Festival","1946 H","1349 B",332,880,-3,"Ghost",382.232269080814,"medium"
"2643-P",35,855.172383836471,"FOSYO","New York","Florida","USA","National Pumpkin Festival","1147 V","1010 E",331,858,4,"Big Max",387.899668668223,"medium"
